id,type,source,status,budget_kb,notes,licence
char_body,char,CC0 pack,existing-review,160,Quaternius UAL Standard; 1 skin; 1 mesh; 67 nodes; source public/models/character/UAL1_Standard.glb; 3000 triangles max,CC0
building_shop,building,Blender script,planned,180,buildings.py; GDD footprint; shell floor/walls/roof only; 8000 triangle cap
building_shop_lod1,building,Blender script,planned,60,Same footprint and sockets; 2000 triangle cap
building_bus,building,Blender script,planned,180,buildings.py; GDD footprint; shell floor/walls/roof only; 8000 triangle cap
building_bus_lod1,building,Blender script,planned,60,Same footprint and sockets; 2000 triangle cap
building_warehouse,building,Blender script,planned,180,buildings.py; GDD footprint; shell floor/walls/roof only; 8000 triangle cap
building_warehouse_lod1,building,Blender script,planned,60,Same footprint and sockets; 2000 triangle cap
building_tea,building,Blender script,planned,180,buildings.py; GDD footprint; shell floor/walls/roof only; 8000 triangle cap
building_tea_lod1,building,Blender script,planned,60,Same footprint and sockets; 2000 triangle cap
building_gate,building,Blender script,planned,180,buildings.py; GDD footprint; shell floor/walls/roof only; 8000 triangle cap
building_gate_lod1,building,Blender script,planned,60,Same footprint and sockets; 2000 triangle cap
boundary_planter,prop,Blender script,planned,24,8 street instances; grounded collision border
bush,prop,CC0 pack,existing-review,30,public/models/street/bush.glb;8instances; flat palette
streetlight,prop,CC0 pack,existing-review,40,public/models/street/streetlight.glb;4instances; no point lights
bench,prop,CC0 pack,existing-review,35,public/models/street/bench.glb;4instances total
signboard,prop,Blender script,planned,20,signboard.py;8 street +2 gate instances; text_anchor DOM
lantern,prop,Blender script,planned,24,lantern.py;4instances; emissive0.25
drain,prop,Blender script,planned,8,furniture.py;4street instances
bicycle,prop,Blender script,planned,50,furniture.py authored parked bicycle; 1 instance; no riding,project-authored
bed,prop,Blender script,planned,35,furniture.py; room1
quilt,prop,Blender script,planned,12,furniture.py; room1; blue flat material
room_table,prop,Blender script,planned,24,furniture.py; room1
chair,prop,Blender script,planned,20,furniture.py; room1 noodle4 tea4
wardrobe,prop,Blender script,planned,25,furniture.py;room1
phone,prop,Blender script,planned,8,furniture.py;room1; screen text DOM
calendar,prop,Blender script,planned,10,furniture.py;room1; date text DOM
book,prop,Blender script,planned,8,furniture.py;room2 tea1 mentor1
key_ring,prop,Blender script,planned,10,furniture.py;room1 landlord attachment
key_tray,prop,Blender script,planned,10,furniture.py;room2; onboarding near/far
key_hook,prop,Blender script,planned,4,furniture.py;room4; onboarding counts
tv,prop,Blender script,planned,16,furniture.py;room1 blank display; no people imagery
computer,prop,Blender script,planned,20,furniture.py;room1 blank display; study scene
counter,prop,Blender script,planned,25,furniture.py;noodle1 shop1
sink,prop,Blender script,planned,20,furniture.py;noodle1
dish_rack,prop,Blender script,planned,16,furniture.py;noodle1
bowl,prop,CC0 pack,existing-review,12,public/models/food/bowl-broth.glb candidate; remove contents if necessary;noodle8
cup,prop,CC0 pack,existing-review,12,public/models/food/cup-tea.glb candidate;noodle8 tea4
chopsticks,prop,CC0 pack,existing-review,6,public/models/food/chopstick.glb;noodle4pairs
pot,prop,CC0 pack,existing-review,18,public/models/food/pot.glb;noodle1
steamer,prop,Blender script,planned,30,steamer.py;noodle2; existing food steamer is candidate only
rice_portion,prop,Blender script,planned,10,furniture.py;noodle2
vegetable_plate,prop,Blender script,planned,16,furniture.py;noodle2
teapot,prop,Blender script,planned,20,furniture.py;noodle1 tea1
towel,prop,Blender script,planned,5,furniture.py;noodle1 and cook attachment
coaster,prop,Blender script,planned,4,furniture.py;noodle2; ordered 水/茶 placement
tray,prop,Blender script,planned,10,furniture.py;noodle2 fruit1; consequences reuse
dining_table,prop,Blender script,planned,25,furniture.py;noodle2
menu_board,prop,Blender script,planned,12,signboard.py variant;noodle1;DOM menu text
stall,prop,Blender script,planned,60,fruit_stall.py;fruit1; counter canopy sockets
fruit_crate,prop,Blender script,planned,18,furniture.py;fruit3
apple,prop,Blender script,planned,6,furniture.py;fruit12; no texture
scale,prop,Blender script,planned,15,furniture.py;fruit1; display DOM
basket,prop,Blender script,planned,16,furniture.py;fruit1 shop2 and shopkeeper attachment
price_card,prop,Blender script,planned,4,furniture.py;fruit3 shop4; DOM text
shelf,prop,Blender script,planned,30,furniture.py;shop3 warehouse2
parcel,prop,Blender script,planned,8,furniture.py;shop6 gate2 delivery attachment
carry_strap,prop,Blender script,planned,6,furniture.py;tool6yuan withheld S21
phone_topup_card,prop,Blender script,planned,4,furniture.py;shop1; DOM labels
receipt,prop,Blender script,planned,4,furniture.py;shop1; DOM amounts
label_card,prop,Blender script,planned,4,furniture.py;shop6; text 狗/猫 no pictures
bus_board,prop,Blender script,planned,25,signboard.py variant;bus1
timetable_card,prop,Blender script,planned,5,furniture.py;bus1;DOM
route_arrow,prop,Blender script,planned,8,furniture.py;bus2
transport_card,prop,Blender script,planned,4,furniture.py;bus3; text-only vehicles
crate,prop,CC0 pack,existing-review,18,public/models/street/box_A.glb;warehouse12
pallet,prop,Blender script,planned,20,furniture.py;warehouse3
clipboard,prop,Blender script,planned,8,furniture.py;warehouse1 boss attachment
loading_pad,prop,Blender script,planned,6,furniture.py;warehouse3
count_card,prop,Blender script,planned,4,furniture.py;warehouse10; DOM numbers
round_table,prop,Blender script,planned,25,furniture.py;tea2
kettle,prop,Blender script,planned,18,furniture.py;tea1
doorway,prop,Blender script,planned,50,doorway.py; shared frame module
gate_leaf,prop,Blender script,planned,20,doorway.py;gate2 animated hinge
clinic_door,prop,Blender script,planned,20,doorway.py;gate1 locked panel
doorbell,prop,Blender script,planned,6,doorway.py;gate2; no sound unless interaction
delivery_pad,prop,Blender script,planned,5,furniture.py;gate2
highlight_ring,prop,Blender script,planned,3,furniture.py;one reusable flat focus ring; no particles
hat_navy,prop,Blender script,planned,12,character_prepare.py;landlord attachment
hat_cook,prop,Blender script,planned,12,character_prepare.py;cook attachment
hat_straw,prop,Blender script,planned,18,character_prepare.py;fruit_seller attachment
bag_canvas,prop,Blender script,planned,12,character_prepare.py;player attachment
bag_shopping,prop,Blender script,planned,12,character_prepare.py;customer attachment
signboard_lod1,prop,Blender script,planned,8,LOD pair for signboard; retain silhouette and sockets; 300 triangles max except stated ART limit
lantern_lod1,prop,Blender script,planned,10,LOD pair for lantern; retain silhouette and sockets; 300 triangles max except stated ART limit
steamer_lod1,prop,Blender script,planned,12,LOD pair for steamer; retain silhouette and sockets; 300 triangles max except stated ART limit
stall_lod1,prop,Blender script,planned,20,LOD pair for stall; retain silhouette and sockets; 300 triangles max except stated ART limit
doorway_lod1,prop,Blender script,planned,18,LOD pair for doorway; retain silhouette and sockets; 300 triangles max except stated ART limit
bench_lod1,prop,Blender script,planned,12,LOD pair for bench; retain silhouette and sockets; 300 triangles max except stated ART limit
streetlight_lod1,prop,Blender script,planned,12,LOD pair for streetlight; retain silhouette and sockets; 300 triangles max except stated ART limit
bush_lod1,prop,Blender script,planned,10,LOD pair for bush; retain silhouette and sockets; 300 triangles max except stated ART limit
bicycle_lod1,prop,Blender script,planned,18,LOD pair for bicycle; retain silhouette and sockets; 300 triangles max except stated ART limit
shelf_lod1,prop,Blender script,planned,10,LOD pair for shelf; retain silhouette and sockets; 300 triangles max except stated ART limit
crate_lod1,prop,Blender script,planned,7,LOD pair for crate; retain silhouette and sockets; 300 triangles max except stated ART limit
font_cjk_regular,ui,owner,planned,300,Noto font subset; tone marks and all Han glyphs covered,OFL-1.1
font_cjk_semibold,ui,owner,planned,250,Noto font subset; tone marks and all Han glyphs covered,OFL-1.1
font_licence,ui,owner,planned,10,Noto SIL Open Font License notice,OFL-1.1
font_latin_pinyin,ui,owner,planned,30,Noto font subset; Latin and tone-marked pinyin covered,OFL-1.1
ui_icons,ui,owner,planned,12,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_panel_skin,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_joystick,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_prompt,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_notebook_tabs,ui,owner,planned,3,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_wallet,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_slot_pips,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_speaker,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_replay,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_slow,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_objective_arrow,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_title_wordmark,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_focus_ring,ui,owner,planned,1,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_controls_keyboard,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_controls_gamepad,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_controls_touch,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_loading_silhouette,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_phone_message,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_receipt_layout,ui,owner,planned,2,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_mentor_explanations,ui,owner,planned,8,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_settings_copy,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_menu_copy,ui,owner,planned,6,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_save_copy,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_gate_copy,ui,owner,planned,3,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_credits_copy,ui,owner,planned,8,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_onboarding_copy,ui,owner,planned,5,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
ui_error_copy,ui,owner,planned,4,Project-authored local DOM/CSS/vector/string asset; no bitmap portraits
sign_text_rented_room,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_noodle_shop,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_fruit_stall,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_supermarket,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_bus_stop,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_warehouse,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_tea_house,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
sign_text_phase2_gate,ui,owner,planned,2,GDD signs plus checked menus/price tags; projected DOM; every Han token dictionary checked
p1_arrival_00_e1,audio,TTS,planned,24,S00 e1 NPC landlord; full sentence; fixed text; duration cap <=6s
p1_arrival_00_e1_r1,audio,TTS,planned,12,S00 e1 spoken reply1; player voice; fixed
p1_arrival_00_e1_r2,audio,TTS,planned,12,S00 e1 spoken reply2; player voice; fixed
p1_arrival_00_e1_hint,audio,TTS,planned,16,S00 e1; NPC landlord; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_arrival_00_e2,audio,TTS,planned,24,S00 e2 NPC landlord; full sentence; fixed text; duration cap <=6s
p1_arrival_00_e2_r1,audio,TTS,planned,12,S00 e2 spoken reply1; player voice; fixed
p1_arrival_00_e2_r2,audio,TTS,planned,12,S00 e2 spoken reply2; player voice; fixed
p1_arrival_00_e2_hint,audio,TTS,planned,16,S00 e2; NPC landlord; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_arrival_00_e3,audio,TTS,planned,24,S00 e3 NPC landlord; full sentence; fixed text; duration cap <=6s
p1_arrival_00_e3_r1,audio,TTS,planned,12,S00 e3 spoken reply1; player voice; fixed
p1_arrival_00_e3_r2,audio,TTS,planned,12,S00 e3 spoken reply2; player voice; fixed
p1_arrival_00_e3_hint,audio,TTS,planned,16,S00 e3; NPC landlord; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_arrival_00_e4,audio,TTS,planned,24,S00 e4 NPC landlord; full sentence; fixed text; duration cap <=6s
p1_arrival_00_e4_r1,audio,TTS,planned,12,S00 e4 spoken reply1; player voice; fixed
p1_arrival_00_e4_r2,audio,TTS,planned,12,S00 e4 spoken reply2; player voice; fixed
p1_arrival_00_e4_hint,audio,TTS,planned,16,S00 e4; NPC landlord; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_arrival_00_e5,audio,TTS,planned,24,S00 e5 NPC landlord; full sentence; fixed text; duration cap <=6s
p1_arrival_00_e5_r1,audio,TTS,planned,12,S00 e5 spoken reply1; player voice; fixed
p1_arrival_00_e5_r2,audio,TTS,planned,12,S00 e5 spoken reply2; player voice; fixed
p1_arrival_00_e5_hint,audio,TTS,planned,16,S00 e5; NPC landlord; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_noodle_dishwasher_01_e1,audio,TTS,planned,24,S01 e1 NPC cook; full sentence; fixed text; duration cap <=6s
p1_noodle_dishwasher_01_e1_r1,audio,TTS,planned,12,S01 e1 spoken reply1; player voice; fixed
p1_noodle_dishwasher_01_e1_r2,audio,TTS,planned,12,S01 e1 spoken reply2; player voice; fixed
p1_noodle_dishwasher_01_e1_hint,audio,TTS,planned,16,S01 e1; NPC cook; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_noodle_dishwasher_01_e2,audio,TTS,planned,24,S01 e2 NPC cook; full sentence; fixed text; duration cap <=6s
p1_noodle_dishwasher_01_e2_r1,audio,TTS,planned,12,S01 e2 spoken reply1; player voice; fixed
p1_noodle_dishwasher_01_e2_r2,audio,TTS,planned,12,S01 e2 spoken reply2; player voice; fixed
p1_noodle_dishwasher_01_e2_hint,audio,TTS,planned,16,S01 e2; NPC cook; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_noodle_dishwasher_01_e3,audio,TTS,planned,24,S01 e3 NPC cook; full sentence; fixed text; duration cap <=6s
p1_noodle_dishwasher_01_e3_r1,audio,TTS,planned,12,S01 e3 spoken reply1; player voice; fixed
p1_noodle_dishwasher_01_e3_r2,audio,TTS,planned,12,S01 e3 spoken reply2; player voice; fixed
p1_noodle_dishwasher_01_e3_hint,audio,TTS,planned,16,S01 e3; NPC cook; simpler fixed no-slot rephrase; only words already met; shown after2misses
p1_noodle_dishwasher_01_e4__v000,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 0/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v001,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 1/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v002,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 2/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v003,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 3/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v004,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 4/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v005,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 5/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v006,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 6/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v007,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 7/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v008,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 8/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v009,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 9/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v010,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 10/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v011,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 11/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v012,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 12/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v013,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 13/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v014,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 14/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v015,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 15/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v016,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 16/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v017,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 17/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v018,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 18/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v019,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 19/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v020,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 20/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v021,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 21/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v022,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 22/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v023,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 23/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v024,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 24/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v025,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 25/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v026,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 26/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v027,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 27/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v028,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 28/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v029,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 29/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v030,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 30/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v031,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 31/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v032,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 32/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v033,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 33/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v034,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 34/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v035,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 35/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v036,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 36/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v037,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 37/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v038,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 38/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v039,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 39/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v040,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 40/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v041,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 41/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v042,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 42/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v043,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 43/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v044,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 44/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v045,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 45/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v046,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 46/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v047,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 47/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v048,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 48/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v049,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 49/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v050,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 50/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v051,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 51/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v052,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 52/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v053,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 53/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v054,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 54/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v055,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 55/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v056,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 56/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v057,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 57/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v058,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 58/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v059,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 59/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v060,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 60/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v061,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 61/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v062,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 62/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v063,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 63/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v064,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 64/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v065,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 65/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v066,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 66/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v067,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 67/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v068,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 68/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v069,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 69/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v070,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 70/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v071,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 71/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v072,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 72/90; duration cap <=6s
p1_noodle_dishwasher_01_e4__v073,audio,TTS,planned,24,S01 e4 NPC cook; full sentence; variant 73/90; duration cap <=6s
