id	text	pinyin	voice	file
p1_arrival_00_e3_r1	这。	Zhè.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_e3_r1.opus
p1_arrival_00_e3_r2	那。	Nà.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_e3_r2.opus
p1_arrival_00_e4	一。二。	Yī. Èr.	zh-CN-YunyangNeural	audio/phase1/p1_arrival_00_e4.opus
p1_arrival_00_e4_h	二。	Èr.	zh-CN-YunyangNeural	audio/phase1/p1_arrival_00_e4_h.opus
p1_arrival_00_e4_r1	二。	Èr.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_e4_r1.opus
p1_arrival_00_e4_r2	一。	Yī.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_e4_r2.opus
p1_arrival_00_e5	三。四。	Sān. Sì.	zh-CN-YunyangNeural	audio/phase1/p1_arrival_00_e5.opus
p1_arrival_00_e5_h	四。	Sì.	zh-CN-YunyangNeural	audio/phase1/p1_arrival_00_e5_h.opus
p1_arrival_00_e5_r1	四。	Sì.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_e5_r1.opus
p1_arrival_00_e5_r2	三。	Sān.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_e5_r2.opus
p1_arrival_00_wrong_e1	好。	Hǎo.	zh-CN-YunyangNeural	audio/phase1/p1_arrival_00_wrong_e1.opus
p1_arrival_00_wrong_e1_r1	好。	Hǎo.	zh-CN-YunxiNeural	audio/phase1/p1_arrival_00_wrong_e1_r1.opus
p1_ask_time_01_e1	现在三点。先生在火车站。	Xiànzài sān diǎn. Xiānsheng zài huǒchēzhàn.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e1.opus
p1_ask_time_01_e1_h	三点。	Sān diǎn.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e1_h.opus
p1_ask_time_01_e1_r1	现在三点。	Xiànzài sān diǎn.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e1_r1.opus
p1_ask_time_01_e1_r2	现在四点。	Xiànzài sì diǎn.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e1_r2.opus
p1_ask_time_01_e2	上午她去，中午他回。名字在这。	Shàngwǔ tā qù, zhōngwǔ tā huí. Míngzi zài zhè.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e2.opus
p1_ask_time_01_e2_h	她上午去。	Tā shàngwǔ qù.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e2_h.opus
p1_ask_time_01_e2_r1	上午她去。	Shàngwǔ tā qù.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e2_r1.opus
p1_ask_time_01_e2_r2	中午她去。	Zhōngwǔ tā qù.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e2_r2.opus
p1_ask_time_01_e3	前面五分钟，后面十分钟。你去哪儿？	Qiánmiàn wǔ fēnzhōng, hòumiàn shí fēnzhōng. Nǐ qù nǎr?	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e3.opus
p1_ask_time_01_e3_r1	下午我去前面。	Xiàwǔ wǒ qù qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e3_r1.opus
p1_ask_time_01_e3_r2	我去后面。	Wǒ qù hòumiàn.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e3_r2.opus
p1_ask_time_01_e4	那时候，小姐叫我回家。	Nà shíhou, xiǎojiě jiào wǒ huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e4.opus
p1_ask_time_01_e4_h	那时候，回家。	Nà shíhou, huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e4_h.opus
p1_ask_time_01_e4_r1	那时候我回家。	Nà shíhou wǒ huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e4_r1.opus
p1_ask_time_01_e4_r2	现在我回家。	Xiànzài wǒ huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_ask_time_01_e4_r2.opus
p1_buy_fruit_01_e1	现在下午三点。苹果多少个？	Xiànzài xiàwǔ sān diǎn. Píngguǒ duōshao ge?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e1.opus
p1_buy_fruit_01_e1_h	苹果，三个。	Píngguǒ, sān ge.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e1_h.opus
p1_buy_fruit_01_e1_r1	我看见三个苹果。	Wǒ kànjiàn sān ge píngguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e1_r1.opus
p1_buy_fruit_01_e1_r2	我看见四个水果。	Wǒ kànjiàn sì ge shuǐguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e1_r2.opus
p1_buy_fruit_01_e2	我坐出租车来。钱在这。你买水果？	Wǒ zuò chūzūchē lái. Qián zài zhè. Nǐ mǎi shuǐguǒ?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e2.opus
p1_buy_fruit_01_e2_h	买苹果。	Mǎi píngguǒ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e2_h.opus
p1_buy_fruit_01_e2_r1	我买苹果。	Wǒ mǎi píngguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e2_r1.opus
p1_buy_fruit_01_e2_r2	我买水。	Wǒ mǎi shuǐ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e2_r2.opus
p1_buy_fruit_01_e3	对不起，商店在前面。苹果三块钱。	Duìbuqǐ, shāngdiàn zài qiánmiàn. Píngguǒ sān kuài qián.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e3.opus
p1_buy_fruit_01_e3_h	苹果三块。	Píngguǒ sān kuài.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e3_h.opus
p1_buy_fruit_01_e3_r1	我有三块钱。	Wǒ yǒu sān kuài qián.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e3_r1.opus
p1_buy_fruit_01_e3_r2	我有四块钱。	Wǒ yǒu sì kuài qián.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e3_r2.opus
p1_buy_fruit_01_e4	这时候水果少。你买些苹果？	Zhè shíhou shuǐguǒ shǎo. Nǐ mǎi xiē píngguǒ?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e4.opus
p1_buy_fruit_01_e4_h	些苹果。	Xiē píngguǒ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e4_h.opus
p1_buy_fruit_01_e4_r1	我买些苹果。	Wǒ mǎi xiē píngguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e4_r1.opus
p1_buy_fruit_01_e4_r2	我买些水。	Wǒ mǎi xiē shuǐ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e4_r2.opus
p1_buy_fruit_01_e5	上午我开出租车，中午我买水果。	Shàngwǔ wǒ kāi chūzūchē, zhōngwǔ wǒ mǎi shuǐguǒ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e5.opus
p1_buy_fruit_01_e5_h	中午，买水果。	Zhōngwǔ, mǎi shuǐguǒ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_buy_fruit_01_e5_h.opus
p1_buy_fruit_01_e5_r1	中午你买水果。	Zhōngwǔ nǐ mǎi shuǐguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e5_r1.opus
p1_buy_fruit_01_e5_r2	上午你买水果。	Shàngwǔ nǐ mǎi shuǐguǒ.	zh-CN-YunxiNeural	audio/phase1/p1_buy_fruit_01_e5_r2.opus
p1_clinic_delivery_03_e1	医院怎么去？医院在前面。	Yīyuàn zěnme qù? Yīyuàn zài qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e1.opus
p1_clinic_delivery_03_e1_h	医院在前面。	Yīyuàn zài qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e1_h.opus
p1_clinic_delivery_03_e1_r1	我去医院。	Wǒ qù yīyuàn.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e1_r1.opus
p1_clinic_delivery_03_e1_r2	我回家。	Wǒ huí jiā.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e1_r2.opus
p1_clinic_delivery_03_e2	医生四十岁。东西去医院，怎么样？	Yīshēng sìshí suì. Dōngxi qù yīyuàn, zěnmeyàng?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e2.opus
p1_clinic_delivery_03_e2_h	东西去医院。	Dōngxi qù yīyuàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e2_h.opus
p1_clinic_delivery_03_e2_r1	我去医院。	Wǒ qù yīyuàn.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e2_r1.opus
p1_clinic_delivery_03_e2_r2	我去商店。	Wǒ qù shāngdiàn.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e2_r2.opus
p1_clinic_delivery_03_e3	昨天我看电影，睡觉了。谢谢你。	Zuótiān wǒ kàn diànyǐng, shuìjiào le. Xièxie nǐ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e3.opus
p1_clinic_delivery_03_e3_h	再见。	Zàijiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e3_h.opus
p1_clinic_delivery_03_e3_r1	再见。	Zàijiàn.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e3_r1.opus
p1_clinic_delivery_03_e3_r2	谢谢。	Xièxie.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e3_r2.opus
p1_clinic_delivery_03_e4	医院怎么去？这几天天气热，没关系。	Yīyuàn zěnme qù? Zhè jǐ tiān tiānqì rè, méi guānxi.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e4.opus
p1_clinic_delivery_03_e4_h	医院，前面。	Yīyuàn, qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e4_h.opus
p1_clinic_delivery_03_e4_r1	医院在前面。	Yīyuàn zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e4_r1.opus
p1_clinic_delivery_03_e4_r2	医院在后面。	Yīyuàn zài hòumiàn.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e4_r2.opus
p1_clinic_delivery_03_e5	医院里有桌子、椅子。	Yīyuàn lǐ yǒu zhuōzi, yǐzi.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e5.opus
p1_clinic_delivery_03_e5_h	桌子，医院里。	Zhuōzi, yīyuàn lǐ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_clinic_delivery_03_e5_h.opus
p1_clinic_delivery_03_e5_r1	桌子在医院里。	Zhuōzi zài yīyuàn lǐ.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e5_r1.opus
p1_clinic_delivery_03_e5_r2	桌子在商店里。	Zhuōzi zài shāngdiàn lǐ.	zh-CN-YunxiNeural	audio/phase1/p1_clinic_delivery_03_e5_r2.opus
p1_cook_family_chat_01_e1	我爸爸住北京，我妈妈住家里。	Wǒ bàba zhù Běijīng, wǒ māma zhù jiā lǐ.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e1.opus
p1_cook_family_chat_01_e1_h	爸爸住北京。	Bàba zhù Běijīng.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e1_h.opus
p1_cook_family_chat_01_e1_r1	爸爸住北京。	Bàba zhù Běijīng.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e1_r1.opus
p1_cook_family_chat_01_e1_r2	妈妈住北京。	Māma zhù Běijīng.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e1_r2.opus
p1_cook_family_chat_01_e2	我儿子住北京，我女儿住家里。	Wǒ érzi zhù Běijīng, wǒ nǚ'ér zhù jiā lǐ.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e2.opus
p1_cook_family_chat_01_e2_h	儿子在北京。	Érzi zài Běijīng.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e2_h.opus
p1_cook_family_chat_01_e2_r1	儿子住北京。	Érzi zhù Běijīng.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e2_r1.opus
p1_cook_family_chat_01_e2_r2	女儿住北京。	Nǚ'ér zhù Běijīng.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e2_r2.opus
p1_cook_family_chat_01_e3	我爱我的女儿。她是我的朋友。	Wǒ ài wǒ de nǚ'ér. Tā shì wǒ de péngyou.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e3.opus
p1_cook_family_chat_01_e3_h	她是我的朋友。	Tā shì wǒ de péngyou.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e3_h.opus
p1_cook_family_chat_01_e3_r1	她是我的朋友。	Tā shì wǒ de péngyou.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e3_r1.opus
p1_cook_family_chat_01_e3_r2	先生是我的朋友。	Xiānsheng shì wǒ de péngyou.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e3_r2.opus
p1_cook_family_chat_01_e4	我和朋友在家。爸爸打电话：妈妈呢？	Wǒ hé péngyou zài jiā. Bàba dǎ diànhuà: māma ne?	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e4.opus
p1_cook_family_chat_01_e4_h	妈妈在家。	Māma zài jiā.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e4_h.opus
p1_cook_family_chat_01_e4_r1	喂，妈妈在家。	Wèi, māma zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e4_r1.opus
p1_cook_family_chat_01_e4_r2	喂，爸爸在家。	Wèi, bàba zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e4_r2.opus
p1_cook_family_chat_01_e5	明天下雨吗？今天很冷。	Míngtiān xiàyǔ ma? Jīntiān hěn lěng.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e5.opus
p1_cook_family_chat_01_e5_h	明天，下雨。	Míngtiān, xiàyǔ.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e5_h.opus
p1_cook_family_chat_01_e5_r1	明天下雨。	Míngtiān xiàyǔ.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e5_r1.opus
p1_cook_family_chat_01_e5_r2	今天下雨。	Jīntiān xiàyǔ.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e5_r2.opus
p1_cook_family_chat_01_e6	我女儿十八日来，住一个星期。	Wǒ nǚ'ér shíbā rì lái, zhù yí ge xīngqī.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e6.opus
p1_cook_family_chat_01_e6_h	一个星期，不是一年。	Yí ge xīngqī, bú shì yì nián.	zh-CN-YunjianNeural	audio/phase1/p1_cook_family_chat_01_e6_h.opus
p1_cook_family_chat_01_e6_r1	她住一个星期。	Tā zhù yí ge xīngqī.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e6_r1.opus
p1_cook_family_chat_01_e6_r2	她住一个月。	Tā zhù yí ge yuè.	zh-CN-YunxiNeural	audio/phase1/p1_cook_family_chat_01_e6_r2.opus
p1_customer_people_chat_02_e1	我的同学是老师，她在前面。	Wǒ de tóngxué shì lǎoshī, tā zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e1.opus
p1_customer_people_chat_02_e1_h	她是老师。	Tā shì lǎoshī.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e1_h.opus
p1_customer_people_chat_02_e1_r1	她是老师。	Tā shì lǎoshī.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e1_r1.opus
p1_customer_people_chat_02_e1_r2	先生是老师。	Xiānsheng shì lǎoshī.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e1_r2.opus
p1_customer_people_chat_02_e2	他是医生，她是学生。今天冷吗？	Tā shì yīshēng, tā shì xuésheng. Jīntiān lěng ma?	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e2.opus
p1_customer_people_chat_02_e2_h	他是医生。	Tā shì yīshēng.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e2_h.opus
p1_customer_people_chat_02_e2_r1	他是医生。	Tā shì yīshēng.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e2_r1.opus
p1_customer_people_chat_02_e2_r2	他是学生。	Tā shì xuésheng.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e2_r2.opus
p1_customer_people_chat_02_e3	我认识这个人，她是我爸爸的朋友。	Wǒ rènshi zhè ge rén, tā shì wǒ bàba de péngyou.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e3.opus
p1_customer_people_chat_02_e3_h	她是我的朋友。	Tā shì wǒ de péngyou.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e3_h.opus
p1_customer_people_chat_02_e3_r1	我认识她。	Wǒ rènshi tā.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e3_r1.opus
p1_customer_people_chat_02_e3_r2	我不认识她。	Wǒ bú rènshi tā.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e3_r2.opus
p1_customer_people_chat_02_e4	儿子和女儿在家。我很高兴。你呢？	Érzi hé nǚ'ér zài jiā. Wǒ hěn gāoxìng. Nǐ ne?	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e4.opus
p1_customer_people_chat_02_e4_h	我很高兴。	Wǒ hěn gāoxìng.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e4_h.opus
p1_customer_people_chat_02_e4_r1	我很高兴。	Wǒ hěn gāoxìng.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e4_r1.opus
p1_customer_people_chat_02_e4_r2	我不高兴。	Wǒ bù gāoxìng.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e4_r2.opus
p1_customer_people_chat_02_e5	喂，我妈妈打电话。	Wèi, wǒ māma dǎ diànhuà.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e5.opus
p1_customer_people_chat_02_e5_h	妈妈打电话。	Māma dǎ diànhuà.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e5_h.opus
p1_customer_people_chat_02_e5_r1	妈妈打电话。	Māma dǎ diànhuà.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e5_r1.opus
p1_customer_people_chat_02_e5_r2	爸爸打电话。	Bàba dǎ diànhuà.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e5_r2.opus
p1_customer_people_chat_02_e6	明天下雨，我和儿子在家。	Míngtiān xiàyǔ, wǒ hé érzi zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e6.opus
p1_customer_people_chat_02_e6_h	明天，在家。	Míngtiān, zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e6_h.opus
p1_customer_people_chat_02_e6_r1	明天你在家。	Míngtiān nǐ zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e6_r1.opus
p1_customer_people_chat_02_e6_r2	今天你在家。	Jīntiān nǐ zài jiā.	zh-CN-YunxiNeural	audio/phase1/p1_customer_people_chat_02_e6_r2.opus
p1_delivery_directions_01_e1	书多，东西少。十本书，在哪儿？	Shū duō, dōngxi shǎo. Shí běn shū, zài nǎr?	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e1.opus
p1_delivery_directions_01_e1_h	十本书，上。	Shí běn shū, shàng.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e1_h.opus
p1_delivery_directions_01_e1_r1	书在上。	Shū zài shàng.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e1_r1.opus
p1_delivery_directions_01_e1_r2	书在下。	Shū zài xià.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e1_r2.opus
p1_delivery_directions_01_e2__v000	我看这个。这个在前面，东西在前面。	Wǒ kàn zhè ge. Zhè ge zài qiánmiàn, dōngxi zài qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e2__v000.opus
p1_delivery_directions_01_e2__v001	我看这个。这个在前面，东西在后面。	Wǒ kàn zhè ge. Zhè ge zài qiánmiàn, dōngxi zài hòumiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e2__v001.opus
p1_delivery_directions_01_e2__v002	我看这个。这个在前面，东西在杯子里。	Wǒ kàn zhè ge. Zhè ge zài qiánmiàn, dōngxi zài bēizi lǐ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e2__v002.opus
p1_delivery_directions_01_e2_h__v000	东西在前面。	Dōngxi zài qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e2_h__v000.opus
p1_delivery_directions_01_e2_h__v001	东西在后面。	Dōngxi zài hòumiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e2_h__v001.opus
p1_delivery_directions_01_e2_h__v002	东西在杯子里。	Dōngxi zài bēizi lǐ.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e2_h__v002.opus
p1_delivery_directions_01_e2_r1__v000	东西在前面。	Dōngxi zài qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e2_r1__v000.opus
p1_delivery_directions_01_e2_r1__v001	东西在后面。	Dōngxi zài hòumiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e2_r1__v001.opus
p1_delivery_directions_01_e2_r1__v002	东西在杯子里。	Dōngxi zài bēizi lǐ.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e2_r1__v002.opus
p1_delivery_directions_01_e2_r2	东西不在后面。	Dōngxi bú zài hòumiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e2_r2.opus
p1_delivery_directions_01_e3	东西在前面。我看见东西，你去。	Dōngxi zài qiánmiàn. Wǒ kànjiàn dōngxi, nǐ qù.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e3.opus
p1_delivery_directions_01_e3_h	去前面。	Qù qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e3_h.opus
p1_delivery_directions_01_e3_r1	我去前面。	Wǒ qù qiánmiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e3_r1.opus
p1_delivery_directions_01_e3_r2	我回后面。	Wǒ huí hòumiàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e3_r2.opus
p1_delivery_directions_01_e4	你去火车站。我在这读书。	Nǐ qù huǒchēzhàn. Wǒ zài zhè dú shū.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e4.opus
p1_delivery_directions_01_e4_h	火车站在前面。	Huǒchēzhàn zài qiánmiàn.	zh-CN-XiaoxiaoNeural	audio/phase1/p1_delivery_directions_01_e4_h.opus
p1_delivery_directions_01_e4_r1	我去火车站。	Wǒ qù huǒchēzhàn.	zh-CN-YunxiNeural	audio/phase1/p1_delivery_directions_01_e4_r1.opus
